"texto","categoria"
"Hoy vamos a explorar permisos en runtime en android, un tema que genera muchas dudas entre desarrolladores junior.","android"
"En esta unidad profundizamos en publicación en Google Play utilizando Kotlin Coroutines, ideal para quienes ya conocen lo básico de android.","android"
"Una guía práctica sobre seguridad con Spring Security usando Maven, con ejemplos de código y errores comunes a evitar.","java"
"apunte: el garbage collector en c# es re confuso, preguntarle al profe en la próxima clase","c#"
"Aprendé a construir aplicaciones reales de javascript combinando Vue con buenas prácticas de el bundler webpack. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de componentes reutilizables.","javascript"
"En este post analizamos las novedades de React y cómo afecta a los proyectos de javascript en producción. Veremos también cómo se integra con Vite en un pipeline de deploy real.","javascript"
"apunte: memoria dinámica en c++ es re confuso, preguntarle al profe en la próxima clase","c++"
"tip del profe: usar Gradle para debuggear JUnit, ahorra un montón de tiempo -- ver video de youtube que recomendó un compañero sobre genéricos","java"
"Aprendé a construir aplicaciones reales de javascript combinando Vue con buenas prácticas de event loop. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de optimización del bundle.","javascript"
"Tutorial paso a paso para configurar Poetry y empezar a trabajar con NumPy en python. Recordá revisar la documentación oficial antes de llevar esto a producción.","python"
"Firebase expone una API que facilita el uso de layouts XML, siempre que el entorno esté configurado con Firebase Console. Consulte la referencia oficial para más detalles sobre la configuración de Firebase Console.","android"
"Este módulo documenta el uso correcto de chaining de métodos dentro del framework jQuery Mobile, incluyendo parámetros opcionales. Consulte la referencia oficial para más detalles sobre la configuración de Chrome DevTools.","jquery"
"Nota: al utilizar event handlers en jquery, se recomienda validar los tipos de entrada antes de invocar el método principal. Consulte la referencia oficial para más detalles sobre la configuración de npm.","jquery"
"me tira error raro con Django, creo que es tema de versiones de Poetry, googlear despues","python"
"Una guía práctica sobre fetch de datos con AJAX usando Nest.js, con ejemplos de código y errores comunes a evitar. Además incluimos un mini benchmark comparando arrow functions contra el enfoque tradicional.","javascript"
"no me anda entornos virtuales en Django, capaz que me falta instalar conda, revisar mañana","python"
"todavia no me cierra como funciona interfaces funcionales, hice un ejemplo copado pero se rompe con datos reales","java"
"Comparamos MVVM contra otras alternativas del ecosistema c#, enfocándonos en despliegue en Azure y rendimiento. Veremos también cómo se integra con Visual Studio en un pipeline de deploy real.","c#"
"En esta unidad profundizamos en punteros inteligentes utilizando OpenCV, ideal para quienes ya conocen lo básico de c++. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de punteros inteligentes.","c++"
"Guía rápida: cómo implementar el ciclo de vida en Firebase en menos de 10 minutos.","android"
"Nota: al utilizar Intents en android, se recomienda validar los tipos de entrada antes de invocar el método principal. Consulte la referencia oficial para más detalles sobre la configuración de Firebase Console.","android"
"La clase principal de Vue implementa el spread operator internamente para optimizar el ciclo de vida del componente.","javascript"
"Hoy vamos a explorar el autoloading en php, un tema que genera muchas dudas entre desarrolladores junior. Veremos también cómo se integra con Artisan CLI en un pipeline de deploy real.","php"
"Aprendé a construir aplicaciones reales de jquery combinando jQuery Mobile con buenas prácticas de selectores $().","jquery"
"Guía rápida: cómo implementar plugins en DataTables en menos de 10 minutos. Recordá revisar la documentación oficial antes de llevar esto a producción. Este enfoque también aplica si estás trabajando con Chrome DevTools.","jquery"
"Este módulo documenta el uso correcto de async/await dentro del framework MVVM, incluyendo parámetros opcionales.","c#"
"Hoy vamos a explorar animate() en jquery, un tema que genera muchas dudas entre desarrolladores junior. Veremos también cómo se integra con Chrome DevTools en un pipeline de deploy real. Además incluimos un mini benchmark comparando animate() contra el enfoque tradicional.","jquery"
"Referencia rápida de dataclasses: sintaxis básica, ejemplos y errores comunes en python.","python"
"Una guía práctica sobre formularios accesibles usando Flexbox, con ejemplos de código y errores comunes a evitar. Veremos también cómo se integra con Chrome DevTools en un pipeline de deploy real.","html"
"Paso 1: instalar Chrome DevTools. Paso 2: configurar jQuery UI. Paso 3: probar plugins con un ejemplo mínimo. Recordá revisar la documentación oficial antes de llevar esto a producción.","jquery"
"La clase principal de Celery implementa generadores internamente para optimizar el ciclo de vida del componente. Este comportamiento puede cambiar en versiones futuras de Celery, revisar el changelog.","python"
"¿Vale la pena migrar a Bootstrap con jQuery en 2026? Repasamos ventajas, desventajas y casos de uso reales para manipulación dinámica del DOM. Veremos también cómo se integra con Chrome DevTools en un pipeline de deploy real.","jquery"
"Este módulo documenta el uso correcto de threads dentro del framework Jakarta EE, incluyendo parámetros opcionales. Consulte la referencia oficial para más detalles sobre la configuración de Docker. Este comportamiento puede cambiar en versiones futuras de Jakarta EE, revisar el changelog.","java"
"La funcionalidad layouts XML en LiveData permite declarar componentes sin necesidad de configuración adicional.","android"
"todavia no me cierra como funciona plugins, hice un ejemplo copado pero se rompe con datos reales","jquery"
"La clase principal de Celery implementa type hints internamente para optimizar el ciclo de vida del componente.","python"
"Este módulo documenta el uso correcto de Intents dentro del framework Firebase, incluyendo parámetros opcionales. Consulte la referencia oficial para más detalles sobre la configuración de ADB. Este comportamiento puede cambiar en versiones futuras de Firebase, revisar el changelog.","android"
"Clase 9: punteros inteligentes paso a paso, incluye desafíos de código y un proyecto integrador final en CMake. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de punteros inteligentes.","c++"
"tip del profe: usar Vite para debuggear React, ahorra un montón de tiempo","javascript"
"Comparamos Qt contra otras alternativas del ecosistema c++, enfocándonos en punteros inteligentes y rendimiento.","c++"
"La funcionalidad excepciones checked en Hibernate permite declarar componentes sin necesidad de configuración adicional. Este comportamiento puede cambiar en versiones futuras de Hibernate, revisar el changelog.","java"
"Tutorial paso a paso para configurar Docker y empezar a trabajar con Spring Boot en java.","java"
"Comparamos Bulma contra otras alternativas del ecosistema html, enfocándonos en diseño con Flexbox y Grid y rendimiento. Veremos también cómo se integra con Chrome DevTools en un pipeline de deploy real. Además incluimos un mini benchmark comparando el DOM contra el enfoque tradicional.","html"
"Tutorial paso a paso para configurar CDN de jQuery y empezar a trabajar con jQuery Mobile en jquery. Este enfoque también aplica si estás trabajando con npm.","jquery"
"La funcionalidad el patrón singleton en Spring Data JPA permite declarar componentes sin necesidad de configuración adicional.","java"
"Curso intensivo de html: dominá Flexbox y meta tags en pocas semanas, con ejercicios evaluados automáticamente.","html"
"apunte: entornos virtuales en python es re confuso, preguntarle al profe en la próxima clase -- ver video de youtube que recomendó un compañero sobre entornos virtuales","python"
"no me anda RAII en Boost, capaz que me falta instalar Makefile, revisar mañana -- ver video de youtube que recomendó un compañero sobre RAII","c++"
"Este módulo documenta el uso correcto de closures dentro del framework Laravel, incluyendo parámetros opcionales.","php"
"Nota: al utilizar hooks en javascript, se recomienda validar los tipos de entrada antes de invocar el método principal. Consulte la referencia oficial para más detalles sobre la configuración de Vite.","javascript"
